Hospital,Manufacturer,Division,EDI,Manufacturer Catalog Number,Product Description,List price,Prior price,Contracted price,Cap construct price,Provisional price,Unitof measure,UOM quantity,StartDate,EndDate,Use provisional price
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.35,4.5MM RECONSTRUCTION PLATE 5 HOLES/77MM,0,362.23,362.23,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.351,4.5MM LCP(TM) STRAIGHT RECON PLATE 5 HOLES/94MM,0,436.72,436.72,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.36,4.5MM RECONSTRUCTION PLATE 6 HOLES/93MM,0,384.26,384.26,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.361,4.5MM LCP(TM) STRAIGHT RECON PLATE 6 HOLES/113MM,0,466.46,466.46,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.37,4.5MM RECONSTRUCTION PLATE 7 HOLES/109MM,0,401.64,401.64,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.371,4.5MM LCP(TM) STRAIGHT RECON PLATE 7 HOLES/132MM,0,488.08,488.08,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.38,4.5MM RECONSTRUCTION PLATE 8 HOLES/125MM,0,423.09,423.09,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.381,4.5MM LCP(TM) STRAIGHT RECON PLATE 8 HOLES/151MM,0,513.12,513.12,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.39,4.5MM RECONSTRUCTION PLATE 9 HOLES/141MM,0,453.81,453.81,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.391,4.5MM LCP(TM) STRAIGHT RECON PLATE 9 HOLES/170MM,0,549.62,549.62,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.4,4.5MM RECONSTRUCTION PLATE 10 HOLES/157MM,0,475.2,475.2,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.401,4.5MM LCP(TM) STRAIGHT RECON PLATE 10 HOLES/189MM,0,575.97,575.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.41,4.5MM RECONSTRUCTION PLATE 11 HOLES/173MM,0,491.89,491.89,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.411,4.5MM LCP(TM) STRAIGHT RECON PLATE 11 HOLES/208MM,0,594.9,594.9,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.42,4.5MM RECONSTRUCTION PLATE 12 HOLES/189MM,0,514.6,514.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.421,4.5MM LCP(TM) STRAIGHT RECON PLATE 12 HOLES/227MM,0,623.28,623.28,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.43,4.5MM RECONSTRUCTION PLATE 13 HOLES/205MM,0,548.01,548.01,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.431,4.5MM LCP(TM) STRAIGHT RECON PLATE 13 HOLES/246MM,0,663.18,663.18,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.44,4.5MM RECONSTRUCTION PLATE 14 HOLES/221MM,0,563.4,563.4,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.441,4.5MM LCP(TM) STRAIGHT RECON PLATE 14 HOLES/265MM,0,681.42,681.42,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.451,4.5MM LCP(TM) STRAIGHT RECON PLATE 15 HOLES/284MM,0,709.82,709.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,229.461,4.5MM LCP(TM) STRAIGHT RECON PLATE 16 HOLES/303MM,0,728.76,728.76,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.17,80 DEG CHILD OSTEOTOMY PLATE 35MM/8MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.19,80 DEG CHILD OSTEOTOMY PLATE 45MM/8MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.27,90 DEG CHILD OSTEOTOMY PLATE 35MM/8MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.29,90 DEG CHILD OSTEOTOMY PLATE 45MM/8MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.37,100 DEG CHILD OSTEOTOMY PLATE 35MM/8MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.39,100 DEG CHILD OSTEOTOMY PLATE 45MM/8MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.6,90 DEG ADOLESCENT OSTEOTOMY PLATE 50MM/10MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.601,100 DEG ADOLESCENT OSTEOTOMY PLATE 50MM/10MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.68,90 DEG ADOLESCENT OSTEOTOMY PLATE 40MM/10MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.681,100 DEG ADOLESCENT OSTEOTOMY PLATE 40MM/10MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.7,90 DEG ADOLESCENT OSTEOTOMY PLATE 50MM/15MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.701,100 DEG ADOLESCENT OSTEOTOMY PLATE 50MM/15MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.72,90 DEG ADOLESCENT OSTEOTOMY PLATE 60MM/15MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.721,100 DEG ADOLESCENT OSTEOTOMY PLATE 60MM/15MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.78,90 DEG ADOLESCENT OSTEOTOMY PLATE 40MM/15MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,235.781,100 DEG ADOLESCENT OSTEOTOMY PLATE 40MM/15MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.001,90 DEG TODDLER OSTEOTOMY PLATE 26MM/4MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.002,90 DEG TODDLER OSTEOTOMY PLATE 32MM/4MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.003,90 DEG TODDLER OSTEOTOMY PLATE 38MM/4MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.011,90 DEG TODDLER OSTEOTOMY PLATE 26MM/8MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.012,90 DEG TODDLER OSTEOTOMY PLATE 32MM/8MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.013,90 DEG TODDLER OSTEOTOMY PLATE 38MM/8MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.101,100 DEG TODDLER OSTEOTOMY PLATE 26MM/4MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.102,100 DEG TODDLER OSTEOTOMY PLATE 32MM/4MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.103,100 DEG TODDLER OSTEOTOMY PLATE 38MM/4MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.104,100 DEG TODDLER OSTEOTOMY PLATE 44MM/4MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.111,100 DEG TODDLER OSTEOTOMY PLATE 26MM/8MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.112,100 DEG TODDLER OSTEOTOMY PLATE 32MM/8MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.113,100 DEG TODDLER OSTEOTOMY PLATE 38MM/8MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.114,100 DEG TODDLER OSTEOTOMY PLATE 44MM/8MM,0,455.22,455.22,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.25,90 DEG INFANT OSTEOTOMY PLATE 25MM/7MM,0,390.97,390.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.26,90 DEG INFANT OSTEOTOMY PLATE 32MM/7MM,0,390.97,390.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.35,90 DEG INFANT OSTEOTOMY PLATE 25MM/12MM,0,390.97,390.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.36,90 DEG INFANT OSTEOTOMY PLATE 32MM/12MM,0,390.97,390.97,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.4,115 DEG BIFURCATED PLATE 30MM/5MM,0,261.07,261.07,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,236.43,115 DEG BIFURCATED PLATE 35MM/5MM,0,261.07,261.07,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.2,95 DEG CONDYLAR PLATE 12 HOLES/50MM/204MM,0,604.1,604.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.22,95 DEG CONDYLAR PLATE 12 HOLES/60MM/204MM,0,604.1,604.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.24,95 DEG CONDYLAR PLATE 12 HOLES/70MM/204MM,0,604.1,604.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.26,95 DEG CONDYLAR PLATE 12 HOLES/80MM/204MM,0,604.1,604.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.4,95 DEG CONDYLAR PLATE 14 HOLES/50MM/235MM,0,905.1,905.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.42,95 DEG CONDYLAR PLATE 14 HOLES/60MM/235MM,0,905.1,905.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.44,95 DEG CONDYLAR PLATE 14 HOLES/70MM/235MM,0,905.1,905.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.46,95 DEG CONDYLAR PLATE 14 HOLES/80MM/235MM,0,905.1,905.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.5,95 DEG CONDYLAR PLATE 5 HOLES/50MM/92MM,0,501.9,501.9,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.52,95 DEG CONDYLAR PLATE 5 HOLES/60MM/92MM,0,501.9,501.9,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.54,95 DEG CONDYLAR PLATE 5 HOLES/70MM/92MM,0,501.9,501.9,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.56,95 DEG CONDYLAR PLATE 5 HOLES/80MM/92MM,0,501.9,501.9,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.62,95 DEG CONDYLAR PLATE 16 HOLES/60MM/267MM,0,956.9,956.9,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.64,95 DEG CONDYLAR PLATE 16 HOLES/70MM/267MM,0,956.9,956.9,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.66,95 DEG CONDYLAR PLATE 16 HOLES/80MM/267MM,0,956.9,956.9,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.7,95 DEG CONDYLAR PLATE 7 HOLES/50MM/124MM,0,529.2,529.2,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.72,95 DEG CONDYLAR PLATE 7 HOLES/60MM/124MM,0,529.2,529.2,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.74,95 DEG CONDYLAR PLATE 7 HOLES/70MM/124MM,0,529.2,529.2,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.76,95 DEG CONDYLAR PLATE 7 HOLES/80MM/124MM,0,529.2,529.2,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.82,95 DEG CONDYLAR PLATE 18 HOLES/60MM/299MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.84,95 DEG CONDYLAR PLATE 18 HOLES/70MM/299MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.86,95 DEG CONDYLAR PLATE 18 HOLES/80MM/299MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.9,95 DEG CONDYLAR PLATE 9 HOLES/50MM/156MM,0,554.4,554.4,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.92,95 DEG CONDYLAR PLATE 9 HOLES/60MM/156MM,0,554.4,554.4,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.94,95 DEG CONDYLAR PLATE 9 HOLES/70MM/156MM,0,554.4,554.4,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,237.96,95 DEG CONDYLAR PLATE 9 HOLES/80MM/156MM,0,554.4,554.4,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.24,130 DEG ANGLED BLADE PLATE 12 HOLES/70MM/200MM,0,594.3,594.3,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.26,130 DEG ANGLED BLADE PLATE 12 HOLES/80MM/200MM,0,594.3,594.3,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.28,130 DEG ANGLED BLADE PLATE 12 HOLES/90MM/200MM,0,594.3,594.3,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.36,130 DEG ANGLED BLADE PLATE 4 HOLES/50MM/60MM,0,436.1,436.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.38,130 DEG ANGLED BLADE PLATE 4 HOLES/60MM/60MM,0,436.1,436.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.4,130 DEG ANGLED BLADE PLATE 4 HOLES/100MM/60MM,0,436.1,436.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.41,130 DEG ANGLED BLADE PLATE 4 HOLES/105MM/60MM,0,436.1,436.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.42,130 DEG ANGLED BLADE PLATE 4 HOLES/110MM/60MM,0,436.1,436.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.44,130 DEG ANGLED BLADE PLATE 4 HOLES/70MM/60MM,0,436.1,436.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.45,130 DEG ANGLED BLADE PLATE 4 HOLES/75MM/60MM,0,436.1,436.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.46,130 DEG ANGLED BLADE PLATE 4 HOLES/80MM/60MM,0,436.1,436.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.47,130 DEG ANGLED BLADE PLATE 4 HOLES/85MM/60MM,0,436.1,436.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.48,130 DEG ANGLED BLADE PLATE 4 HOLES/90MM/60MM,0,436.1,436.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.49,130 DEG ANGLED BLADE PLATE 4 HOLES/95MM/60MM,0,436.1,436.1,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.6,130 DEG ANGLED BLADE PLATE 6 HOLES/50MM/104MM,0,468.3,468.3,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.62,130 DEG ANGLED BLADE PLATE 6 HOLES/60MM/104MM,0,468.3,468.3,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.64,130 DEG ANGLED BLADE PLATE 6 HOLES/70MM/104MM,0,468.3,468.3,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.66,130 DEG ANGLED BLADE PLATE 6 HOLES/80MM/104MM,0,468.3,468.3,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.68,130 DEG ANGLED BLADE PLATE 6 HOLES/90MM/104MM,0,468.3,468.3,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.94,130 DEG ANGLED BLADE PLATE 9 HOLES/70MM/154MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.96,130 DEG ANGLED BLADE PLATE 9 HOLES/80MM/152MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,238.98,130 DEG ANGLED BLADE PLATE 9 HOLES/90MM/154MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.2,90 DEG ADULT OSTEOTOMY PLATE 50MM/10MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.21,90 DEG ADULT OSTEOTOMY PLATE 55MM/10MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.22,90 DEG ADULT OSTEOTOMY PLATE 60MM/10MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.23,90 DEG ADULT OSTEOTOMY PLATE 65MM/10MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.24,90 DEG ADULT OSTEOTOMY PLATE 70MM/10MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.28,90 DEG ADULT OSTEOTOMY PLATE 40MM/10MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.3,100 DEG ADULT OSTEOTOMY PLATE 50MM/10MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.32,100 DEG ADULT OSTEOTOMY PLATE 60MM/10MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.43,110 DEG ADULT OSTEOTOMY PLATE 65MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.45,110 DEG ADULT OSTEOTOMY PLATE 75MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.47,110 DEG ADULT OSTEOTOMY PLATE 85MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.53,120 DEG ADULT OSTEOTOMY PLATE 65MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.55,120 DEG ADULT OSTEOTOMY PLATE 75MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.57,120 DEG ADULT OSTEOTOMY PLATE 85MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.6,90 DEG ADULT OSTEOTOMY PLATE 50MM/20MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.62,90 DEG ADULT OSTEOTOMY PLATE 60MM/20MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.64,90 DEG ADULT OSTEOTOMY PLATE 70MM/20MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.7,90 DEG ADULT OSTEOTOMY PLATE 50MM/15MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.71,90 DEG ADULT OSTEOTOMY PLATE 55MM/15MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.72,90 DEG ADULT OSTEOTOMY PLATE 60MM/15MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.73,90 DEG ADULT OSTEOTOMY PLATE 65MM/15MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.74,90 DEG ADULT OSTEOTOMY PLATE 70MM/15MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.78,90 DEG ADULT OSTEOTOMY PLATE 40MM/15MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.8,130 DEG ADULT OSTEOTOMY PLATE 100MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.83,130 DEG ADULT OSTEOTOMY PLATE 65MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.84,130 DEG ADULT OSTEOTOMY PLATE 70MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.85,130 DEG ADULT OSTEOTOMY PLATE 75MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.86,130 DEG ADULT OSTEOTOMY PLATE 80MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.87,130 DEG ADULT OSTEOTOMY PLATE 85MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.88,130 DEG ADULT OSTEOTOMY PLATE 90MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
