Hospital,Manufacturer,Division,EDI,Manufacturer Catalog Number,Product Description,List price,Prior price,Contracted price,Cap construct price,Provisional price,Unitof measure,UOM quantity,StartDate,EndDate,Use provisional price
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.468S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.469S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.472S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.473S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.476S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.477S,11MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.540S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.541S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.544S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.545S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.548S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.549S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.552S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.553S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.556S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.557S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.560S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.561S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.564S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.565S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.568S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.569S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.572S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.573S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.576S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.577S,12MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.640S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.641S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.644S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.645S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.648S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.649S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.652S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.653S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.656S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.657S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.660S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.661S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.664S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.665S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.668S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.669S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.672S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.673S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.676S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.677S,13MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.740S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.741S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.744S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.745S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.748S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.749S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.752S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.753S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.756S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.757S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.760S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.761S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.764S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.765S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.768S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.769S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.772S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.773S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.776S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.777S,14MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.840S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.841S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.844S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.845S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.848S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.849S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.852S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.853S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.856S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.857S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.860S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.861S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.864S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.865S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.868S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.869S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.872S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.873S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.876S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.877S,15MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.940S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.941S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/300MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.944S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.945S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/320MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.948S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.949S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/340MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.952S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.953S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/360MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.956S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.957S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/380MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.960S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.961S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/400MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.964S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.965S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/420MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.968S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.969S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/440MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.972S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.973S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/460MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.976S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/RT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.003.977S,16MM TI LATERAL ENTRY FEMORAL RECON NAIL-EX/480MM/LT-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.000,TI END CAP WITH T40 STARDRIVE 0MM EXT F/TI TIBIAL NAILS-EX,0,147.68,147.68,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.000S,TI END CAP W/T40 STRDRV 0MM EXT-STER F/TI TIBIAL NAILS-EX,0,191.56,191.56,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.001,TI END CAP WITH T40 STARDRIVE 5MM EXT F/TI TIBIAL NAILS-EX,0,189.46,189.46,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.001S,TI END CAP W/T40 STRDRV 5MM EXT-STER F/TI TIBIAL NAILS-EX,0,233.35,233.35,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.002,TI END CAP WITH T40 STARDRIVE 10MM EXT F/TI TIBIAL NAILS-EX,0,189.46,189.46,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.002S,TI END CAP W/T40 STRDRV 10MM EXT-STER F/TI TIBIAL NAILS-EX,0,233.35,233.35,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.003,TI END CAP WITH T40 STARDRIVE 15MM EXT F/TI TIBIAL NAILS-EX,0,189.46,189.46,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.003S,TI END CAP W/T40 STRDRV 15MM EXT-STER F/TI TIBIAL NAILS-EX,0,233.35,233.35,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.008,TI END CAP FOR TIBIAL NAILS-EX T40 STARDRIVE GRAY/0MM EXT,0,147.68,147.68,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.008S,TI END CAP FOR TIBIAL NAILS-EX T40 STRDRV GRAY/0MM EXT-STER,0,191.56,191.56,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.009,TI END CAP FOR TIBIAL NAILS-EX T40 STARDRIVE GRAY/5MM EXT,0,189.46,189.46,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.009S,TI END CAP FOR TIBIAL NAILS-EX T40 STRDRV GRAY/5MM EXT-STER,0,233.35,233.35,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.010,TI END CAP FOR TIBIAL NAILS-EX T40 STARDRIVE GRAY/10MM EXT,0,189.46,189.46,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.010S,TI END CAP FOR TIBIAL NAILS-EX T40 STRDRV GRAY/10MM EXT-STER,0,233.35,233.35,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.011,TI END CAP FOR TIBIAL NAILS-EX T40 STARDRIVE GRAY/15MM EXT,0,189.46,189.46,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.011S,TI END CAP FOR TIBIAL NAILS-EX T40 STRDRV GRAY/15MM EXT-STER,0,233.35,233.35,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.231S,8MM TI CANNULATED TIBIAL NAIL-EX/255MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.234S,8MM TI CANNULATED TIBIAL NAIL-EX/270MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.237S,8MM TI CANNULATED TIBIAL NAIL-EX/285MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.240S,8MM TI CANNULATED TIBIAL NAIL-EX/300MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.243S,8MM TI CANNULATED TIBIAL NAIL-EX/315MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.246S,8MM TI CANNULATED TIBIAL NAIL-EX/330MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.249S,8MM TI CANNULATED TIBIAL NAIL-EX/345MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.252S,8MM TI CANNULATED TIBIAL NAIL-EX/360MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.255S,8MM TI CANNULATED TIBIAL NAIL-EX/375MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.258S,8MM TI CANNULATED TIBIAL NAIL-EX/390MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.261S,8MM TI CANNULATED TIBIAL NAIL-EX/405MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.264S,8MM TI CANNULATED TIBIAL NAIL-EX/420MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.267S,8MM TI CANNULATED TIBIAL NAIL-EX/435MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.331S,9MM TI CANNULATED TIBIAL NAIL-EX/255MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.334S,9MM TI CANNULATED TIBIAL NAIL-EX/270MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.337S,9MM TI CANNULATED TIBIAL NAIL-EX/285MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.340S,9MM TI CANNULATED TIBIAL NAIL-EX/300MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.343S,9MM TI CANNULATED TIBIAL NAIL-EX/315MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.346S,9MM TI CANNULATED TIBIAL NAIL-EX/330MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.349S,9MM TI CANNULATED TIBIAL NAIL-EX/345MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.352S,9MM TI CANNULATED TIBIAL NAIL-EX/360MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.355S,9MM TI CANNULATED TIBIAL NAIL-EX/375MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.358S,9MM TI CANNULATED TIBIAL NAIL-EX/390MM-STERILE,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,04.004.361S,9MM TI CANNULATED TIBIAL NAIL-EX/405MM-STERILE,0,1,,,,,,,,
